"","team","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"12303","Total",63094,"","Madison Ragar",198.1,388,68,13,63,32,7.664,0.381,2.365,5.09
"12304","Total",63100,"","Allison Rager",313.2,329,89,37,206,18,2.926,0.247,1.451,3.038
"12305","Total",63105,"","Makayla Ragland",59.1,108,19,2,10,0,7.48,0.358,2.174,3.128
"12306","Total",63106,"","Rachel Ragland",75,97,25,5,57,0,3.832,0.288,1.693,2.08
"12307","Total",63107,"","Jessie Rago",129.2,159,42,9,69,4,2.803,0.273,1.62,2.921
"12308","Total",63110,"","Hailey Ragozine",26.2,46,8,5,7,0,3.95,0.338,2.212,3.332
"12309","Total",63114,"","Kiley Ragsdale",362,389,99,9,120,15,2.611,0.259,1.373,3.171
"12310","Total",63124,"","Taylor Rahach",222.2,266,145,24,166,40,4.963,0.266,1.954,5.519
"12311","Total",63125,"","Shai Rahamim",53,169,84,35,17,2,19.151,0.587,5.434,8.985
"12312","Total",63129,"","Melissa Rahrich",628.2,672,139,55,431,43,2.754,0.257,1.378,2.845
"12313","Total",63133,"","Olivia Raichle",4,3,1,0,4,0,1.75,0.2,1,1.15
"12314","Total",63140,"","Jules Raimondi",0.1,0,1,0,1,0,0,0,3,7.4
"12315","Total",63141,"","Lindsey Raimondi",284,307,172,15,236,12,3.866,0.254,1.739,3.262
"12316","Total",63145,"","Chassety Raines",100,68,21,4,46,3,1.327,0.183,0.93,2.62
"12317","Total",63150,"","Bridgette Rainey",244.2,258,184,36,258,16,4.096,0.25,1.954,3.84
"12318","Total",63151,"","Haley Rainey",494.1,464,217,34,451,21,2.534,0.229,1.446,2.651
"12319","Total",63161,"","Olivia Rains",192.2,236,95,9,132,23,4.554,0.274,1.765,4.206
"12320","Total",63164,"","Brionna Raiser-russell",4.1,19,6,2,2,3,36.667,0.559,6.231,16.448
"12321","Total",63169,"","Emma Rakes",3,6,0,0,0,2,9.333,0.4,2,11.067
"12322","Total",63170,"","Lauren Rakes",434,352,171,68,589,44,2.871,0.208,1.362,2.656
"12323","Total",63178,"","Dixie Raley",410,364,211,46,361,42,2.852,0.223,1.515,3.852
"12324","Total",63192,"","Jaiden Ralston",163.1,208,91,17,152,30,5.485,0.279,1.935,4.91
"12325","Total",63193,"","Katelynn Ralston",73.2,95,48,15,44,13,5.802,0.298,2.145,6.07
"12326","Total",63194,"","Maggie Ralston",3.1,7,8,0,0,0,20.588,0.35,4.5,9.459
"12327","Total",63224,"","Maya Rameriez",109.1,171,31,6,42,10,7.122,0.322,1.902,3.838
"12328","Total",63227,"","Chayse Ramey",165.1,158,102,25,127,16,3.814,0.237,1.724,4.428
"12329","Total",63239,"","Abigail Ramirez",36.2,57,25,9,23,2,5.727,0.323,2.482,4.637
"12330","Total",63243,"","Alexia Ramirez",11.1,21,3,0,1,2,4.912,0.368,2.118,5.295
"12331","Total",63245,"","Alexsis Ramirez",21,33,18,5,8,2,6.679,0.305,2.667,6.158
"12332","Total",63249,"","Alyssa Ramirez",0.1,4,2,0,0,0,17.5,0.571,18,17.4
"12333","Total",63250,"","Amanda Ramirez",468.1,580,95,39,130,27,3.021,0.287,1.525,3.453
"12334","Total",63258,"","Arianna Ramirez",245,355,127,17,120,36,6.406,0.323,2.037,5.096
"12335","Total",63264,"","Christina Ramirez",296.1,355,147,31,189,26,4.205,0.279,1.799,4.067
"12336","Total",63265,"","Clarisa Ramirez",27.2,40,10,0,9,2,5.128,0.298,1.807,3.793
"12337","Total",63266,"","Clarissa Ramirez",88,118,8,4,44,10,3.42,0.303,1.477,3.286
"12338","Total",63278,"","Isabel Ramirez",12.2,23,20,2,15,0,10.472,0.329,3.553,5.235
"12339","Total",63297,"","Lauren Ramirez",115.2,137,54,8,85,15,3.815,0.272,1.72,4.225
"12340","Total",63302,"","Mareena Ramirez",265,286,135,26,218,32,3.943,0.254,1.687,4.151
"12341","Total",63303,"","Mariah Ramirez",373.1,374,161,39,325,32,2.962,0.243,1.537,3.381
"12342","Total",63311,"","Nikki Ramirez",8.1,15,11,0,3,0,10,0.349,3.12,5.614
"12343","Total",63319,"","Tessa Ramirez",73.1,92,34,10,39,3,3.457,0.286,1.855,3.679
"12344","Total",63325,"","Victoria Ramirez",3,1,0,0,0,0,0,0.1,0.333,2.4
"12345","Total",63346,"","Angelique Ramos",205.2,299,75,25,71,22,5.385,0.314,1.94,4.561
"12346","Total",63359,"","Janyssa Ramos",80,119,42,12,39,5,5.713,0.316,2.163,4.267
"12347","Total",63368,"","Kaylee Ramos",137.2,157,93,30,93,9,4.438,0.265,2.034,4.584
"12348","Total",63372,"","Layla Ramos",48.1,63,15,8,22,2,4.349,0.292,1.779,3.456
"12349","Total",63386,"","Vanessa Ramos",67.2,140,39,1,29,4,8.607,0.389,2.66,4.089
"12350","Total",63395,"","Sarah Ramsbottom",51.2,83,55,14,19,13,9.323,0.313,2.942,8.925
"12351","Total",63396,"","Makiah Ramsdell",23.1,36,6,2,21,0,5.378,0.3,1.886,1.631
"12352","Total",63423,"","Sydney Ramsey",198,311,118,28,81,13,6.652,0.332,2.308,4.649
"12353","Total",63427,"","Summer Ramundo",160.1,187,118,22,150,13,4.8,0.263,2.04,4.201
"12354","Total",63428,"","Sophia Ramuno",347,313,113,35,388,24,2.605,0.225,1.329,2.342
"12355","Total",63436,"","Lily Rand",11.1,13,2,0,9,1,2.463,0.252,1.324,2.495
"12356","Total",63440,"","Alexis Randall",167.1,277,86,9,43,11,6.025,0.343,2.223,4.444
"12357","Total",63441,"","Chloe Randall",0.1,0,1,0,0,0,0,0,3,17.4
"12358","Total",63444,"","Haley Randall",0.1,1,2,0,1,0,0,0.333,9,22.4
"12359","Total",63460,"","Kaelani Randle",58.2,109,34,0,16,4,7.275,0.358,2.438,4.478
"12360","Total",63466,"","Natalie Randolph",5.2,8,5,1,2,0,7.368,0.25,2.471,4.856
"12361","Total",63468,"","Riley Randolph",541,438,124,24,520,22,1.657,0.21,1.083,1.826
"12362","Total",63469,"","Leeann Raney",52.2,76,26,3,32,2,5.722,0.304,1.994,3.332
"12363","Total",63471,"","Marah Range",164.1,170,67,4,134,20,3.363,0.253,1.467,3.647
"12364","Total",63474,"","Caitlyn Rangel",67,62,53,11,62,4,3.244,0.229,1.881,4.194
"12365","Total",63476,"","Kristi Rangel",16.2,19,9,0,5,1,3.818,0.271,1.68,4.218
"12366","Total",63479,"","Alexis Ranieri",1,1,1,0,1,0,0,0.2,2,3.309
"12367","Total",63480,"","Alivia Ranieri",4,7,1,0,0,0,5.25,0.368,2,3.15
"12368","Total",63481,"","Gianna Ranieri",21,44,16,7,9,8,10.625,0.368,3.19,9.749
"12369","Total",63483,"","Nadia Ranieri",287,234,103,41,324,16,2.172,0.209,1.317,2.373
"12370","Total",63484,"","Kieghtan Rank",40.2,71,8,1,23,5,5.358,0.341,1.967,3.536
"12371","Total",63489,"","Delaney Rankin",170.2,184,56,10,133,11,2.916,0.263,1.465,2.841
"12372","Total",63490,"","Erin Rankin",1,3,6,0,0,0,44.545,0.5,9,18.764
"12373","Total",63492,"","Lexi Rankin",202,289,118,9,111,7,4.514,0.306,2.059,3.64
"12374","Total",63494,"","Moira Rankin",16,33,24,5,7,0,12.005,0.353,3.875,7.035
"12375","Total",63497,"","Meredith Rankl",29.2,51,25,3,11,4,8.249,0.352,2.663,6.238
"12376","Total",63513,"","Hayley Rapaglia",1,3,3,1,0,0,0,0.5,7,14.4
"12377","Total",63515,"","Katherine Raper",69,87,56,3,58,8,4.473,0.256,2.116,4.796
"12378","Total",63519,"","Rebecca Raphael",4,15,5,0,1,4,22.195,0.5,5,18.254
"12379","Total",63520,"","Megan Rapillo",10.2,14,14,3,7,1,6.656,0.307,2.906,7.195
"12380","Total",63527,"","Eliana Raposo",63.2,75,25,1,34,4,3.303,0.274,1.586,3.374
"12381","Total",63533,"","McKenzie Rapp",37.1,44,16,1,28,1,1.689,0.284,1.634,2.614
"12382","Total",63533,"","Mckenzie Rapp",58.1,97,10,1,34,4,4.562,0.339,1.851,2.691
"12383","Total",63555,"","Cyrah Rasmussen",65,97,32,15,26,10,6.145,0.32,2.215,5.774
"12384","Total",63557,"","Hannah Rasmussen",153.2,284,30,21,49,11,6.027,0.361,2.18,3.691
"12385","Total",63567,"","Paige Rasmussen",68.2,80,23,6,24,2,3.265,0.273,1.587,3.348
"12386","Total",63573,"","Madison Rasmusson",113.2,142,21,2,43,7,3.446,0.287,1.452,3.051
"12387","Total",63574,"","Ashley Rasnake",37.1,85,48,13,13,4,13.137,0.413,3.911,8.003
"12388","Total",63579,"","Eleanor Rassbach",126.1,122,49,5,56,3,2.662,0.242,1.393,3.105
"12389","Total",63580,"","Paige Rassmusen",94.2,126,49,8,34,4,4.589,0.299,1.933,4.037
"12390","Total",63582,"","Kylie Rast",72.2,74,29,1,72,2,2.897,0.249,1.431,2.014
"12391","Total",63585,"","Kamryn Rastigue",30,46,25,3,6,0,4.884,0.313,2.467,4.792
"12392","Total",63593,"","Mallory Ratcliff",392.1,350,131,28,301,18,2.498,0.227,1.297,2.678
"12393","Total",63599,"","Danica Rath",9.1,21,0,0,3,0,7.609,0.382,2.25,1.748
"12394","Total",63606,"","Taylor Rathe",138.1,181,61,29,90,21,4.511,0.288,1.959,5.029
"12395","Total",63612,"","Torie Rathwell",307.1,428,78,16,155,21,4.053,0.305,1.698,3.197
"12396","Total",63631,"","Jaedyn Ratzlaff",10.1,8,7,0,2,0,0.686,0.19,1.452,4.067
"12397","Total",63633,"","Katie Rau",4.1,3,0,1,0,0,1.615,0.157,0.923,3.092
"12398","Total",63634,"","Laura Rau",91.1,69,29,1,58,4,2.144,0.194,1.084,2.684
"12399","Total",63640,"","Emily Raubuch",173.1,180,21,3,121,14,2.23,0.245,1.177,2.469
"12400","Total",63642,"","Paige Rauch",661.2,558,189,61,673,61,2.317,0.215,1.221,2.698
"12401","Total",63645,"","Paige Rauhut",579,571,222,42,428,13,2.794,0.24,1.442,2.581
"12402","Total",63646,"","Kendall Rauk",10,10,6,1,4,2,6.931,0.233,1.7,6.261
"12403","Total",63648,"","Hailey Raulerson",16.2,27,8,2,7,1,6.287,0.333,2.22,4.137
"12404","Total",63651,"","Bella Rausch",1,2,0,0,0,0,7,0.4,2,2.4
"12405","Total",63652,"","Kenadee Rausch",69,102,25,2,48,7,4.207,0.306,1.87,3.547
"12406","Total",63656,"","Christina Ravo",1.1,7,3,0,1,0,32.308,0.5,7.5,7.785
"12407","Total",63659,"","Maddie Rawl",27.1,38,26,4,5,6,8.516,0.299,2.488,8.218
"12408","Total",63661,"","Nicole Rawlings",231,240,91,13,161,10,2.945,0.248,1.489,2.92
"12409","Total",63662,"","Sydney Rawlings",108,121,52,15,76,9,3.047,0.257,1.741,3.938
"12410","Total",63670,"","Peyton Rawls",19.2,36,17,7,5,3,8.974,0.356,3.051,7.579
"12411","Total",63672,"","Alexis Ray",1,7,2,3,0,0,49,0.7,12,17.4
"12412","Total",63680,"","Danielle Ray",207.2,169,61,19,206,9,2.563,0.211,1.199,2.135
"12413","Total",63682,"","Emma Ray",30,38,14,5,10,5,4.695,0.285,1.9,5.819
"12414","Total",63689,"","Kelsey Ray",317.2,329,93,30,219,38,3.375,0.246,1.423,3.739
"12415","Total",63692,"","Lexi Ray",161,194,59,17,79,21,3.792,0.279,1.677,4.538
"12416","Total",63695,"","Morgan Ray",393.1,269,257,37,387,17,2.332,0.181,1.431,3.236
"12417","Total",63697,"","Nicolette Ray",5.1,11,8,0,1,0,10.553,0.368,3.562,6.555
"12418","Total",63700,"","Reese Ray",1.1,8,3,0,0,0,17.5,0.167,8.25,9.9
"12419","Total",63703,"","Stefanie Ray",174.1,176,41,13,175,6,2.81,0.244,1.319,1.769
"12420","Total",63705,"","Sydney Ray",2,4,1,0,3,1,3.5,0.444,2.5,7.4
"12421","Total",63707,"","Kamryn Raya",73,158,38,16,16,6,9.397,0.409,2.904,5.249
"12422","Total",63714,"","Lexi Rayburn",182.2,244,127,24,167,47,6.443,0.29,2.162,6.4
"12423","Total",63715,"","Maitlin Raycroft",232,114,66,8,338,13,1.269,0.137,0.81,1.17
"12424","Total",63719,"","Makenna Raye Dark",110,113,34,7,93,6,3.055,0.252,1.4,2.536
"12425","Total",63719,"","Makenna Raye dark",181,203,58,6,99,26,3.328,0.262,1.475,4.235
"12426","Total",63721,"","Brittney Rayfield",8,15,5,4,5,2,7.705,0.349,3,7.638
"12427","Total",63725,"","Aly Rayle",470.1,421,136,49,483,65,3.067,0.222,1.288,3.323
"12428","Total",63729,"","Morgan Raymer",303,247,73,14,226,13,2.033,0.209,1.102,2.327
"12429","Total",63737,"","Jules Raymond",23,24,18,3,4,3,4.585,0.235,1.957,6.505
"12430","Total",63745,"","Samantha Raymond",11.1,14,11,1,9,1,4.375,0.286,2.294,5.168
"12431","Total",63747,"","Katherine Rayner",239,256,71,15,169,18,3.016,0.249,1.431,3.043
"12432","Total",63755,"","Andee Raysik",19,47,21,6,4,5,14.894,0.443,3.895,9.74
"12433","Total",63772,"","Emily Reagan",25,34,6,0,10,0,3.669,0.304,1.6,2.319
"12434","Total",63775,"","Marissa Reagle",49,73,19,1,21,1,3.869,0.309,1.898,3.034
"12435","Total",63781,"","Anastasia Reale",85,127,29,7,43,7,4.946,0.325,1.918,3.732
"12436","Total",63787,"","Sydney Reamer",24.2,41,3,2,27,7,6.426,0.331,1.865,4.47
"12437","Total",63793,"","Teeghan Reams",22.1,45,13,18,9,0,11.25,0.385,3.403,5.748
"12438","Total",63796,"","Brianna Reardon",303.2,464,58,13,96,23,4.476,0.328,1.762,3.455
"12439","Total",63798,"","Hannah Reardon",1,2,0,0,0,0,0,0.4,2,2.4
"12440","Total",63801,"","Katheryn Rearley",42.1,69,12,11,23,7,4.954,0.346,2.173,5.088
"12441","Total",63802,"","Katie Rearley",215.1,258,84,30,115,46,6.109,0.279,1.728,5.696
"12442","Total",63806,"","Sydney Reath",181.1,197,53,12,83,5,2.898,0.252,1.445,2.919
"12443","Total",63808,"","Brook Reaves",42.2,111,18,2,16,10,10.453,0.438,3.07,6.137
"12444","Total",63809,"","Ellie Reaves",164.2,218,47,14,80,18,4.259,0.296,1.694,3.963
"12445","Total",63814,"","Hanna Rebar",5.1,11,0,0,3,1,5.185,0.379,2.062,3.696
"12446","Total",63818,"","Abby Rebhan",25,31,5,1,3,2,2.51,0.282,1.48,3.914
"12447","Total",63832,"","Victoria Recendez",8,16,12,1,2,0,15.063,0.356,3.625,6.83
"12448","Total",63836,"","Skylar Rechner",52,70,37,8,41,5,4.309,0.283,2.212,4.671
"12449","Total",63840,"","Madeline Recker",20.1,46,9,1,7,2,9.365,0.396,2.754,4.491
"12450","Total",63860,"","Megan Redd",31,78,33,11,8,3,9.258,0.408,3.935,7.4
"12451","Total",63861,"","Jayme Reddacliff",194.1,253,39,9,78,7,3.064,0.298,1.549,2.807
"12452","Total",63866,"","Raeleigh Redden",19.2,30,16,0,2,3,6.166,0.317,2.339,6.682
"12453","Total",63870,"","Taylor Reddick",4.1,8,7,0,0,0,8.333,0.333,3.462,7.4
"12454","Total",63872,"","Kylie Redding",88.1,123,43,14,38,8,6.048,0.312,2.038,4.661
"12455","Total",63881,"","Tailee Reding",123.1,129,21,3,58,9,2.448,0.245,1.241,2.993
"12456","Total",63885,"","Raynee Redington",34.1,56,18,3,7,3,7.778,0.341,2.243,4.973
"12457","Total",63886,"","Alexis Redish",57,96,19,3,15,4,5.413,0.329,2.07,3.945
"12458","Total",63890,"","Emma Redlinger",3,4,2,0,1,0,2.222,0.267,2,3.717
"12459","Total",63894,"","Maddie Redman",12,22,6,1,10,3,5.882,0.333,2.417,5.761
"12460","Total",63896,"","Dakota Redmon",108.2,99,38,9,81,6,2.71,0.233,1.344,2.925
"12461","Total",63902,"","Erin Redmond",40.2,60,45,2,21,3,6.395,0.323,2.631,5.807
"12462","Total",63905,"","Haylee Redmond ridge",18.2,42,32,2,6,6,19.676,0.396,4.071,11.481
"12463","Total",63915,"","Abby Reed",54.2,76,13,3,29,1,3.585,0.308,1.683,2.457
"12464","Total",63920,"","Amber Reed",35.2,42,16,1,22,4,4.944,0.263,1.654,4.06
"12465","Total",63922,"","Anna Reed",385,369,140,8,275,14,2.493,0.231,1.343,2.597
"12466","Total",63927,"","Bailee Reed",167.1,134,53,8,120,8,1.84,0.201,1.165,2.681
"12467","Total",63932,"","Caitlyn Reed",83.2,198,63,12,57,12,10.479,0.413,3.263,5.598
"12468","Total",63933,"","Callie Reed",64.2,72,34,3,46,9,3.69,0.261,1.686,4.509
"12469","Total",63944,"","Hailey Reed",420,466,172,53,301,43,3.768,0.264,1.645,3.905
"12470","Total",63949,"","Imani Reed",29,54,63,1,16,7,15.69,0.38,4.069,11.055
"12471","Total",63951,"","Jillian Reed",61,68,22,2,32,2,3.339,0.259,1.508,2.959
"12472","Total",63956,"","Kaisey Reed",100.1,169,24,6,41,9,5.919,0.333,1.983,3.644
"12473","Total",63959,"","Kathryn Reed",241,191,91,21,214,8,2.095,0.207,1.257,2.45
"12474","Total",63971,"","Lauren Reed",6.2,21,9,1,2,6,17.231,0.467,4.65,18.4
"12475","Total",63989,"","Piper Reed",138.1,218,47,4,78,19,4.963,0.328,1.945,4.166
"12476","Total",63993,"","Shaina Reed",197,262,117,23,113,19,5.053,0.302,2.041,4.643
"12477","Total",63994,"","Shelby Reed",166.1,224,70,10,110,14,4.398,0.295,1.828,3.625
"12478","Total",63997,"","Stephanie Reed",4,15,3,3,0,2,20.488,0.556,5.25,13.132
"12479","Total",63998,"","Stormee Reed",137.2,150,84,20,128,12,3.971,0.266,1.845,3.942
"12480","Total",64001,"","Vanessa Reed",10.2,21,11,0,7,0,6,0.389,3,4.21
"12481","Total",64006,"","Natalie Reeder",3.1,4,4,1,1,0,6.176,0.222,2.7,6.224
"12482","Total",64013,"","Emma Reemsnyder",20.1,26,13,1,7,2,4.505,0.277,1.967,5.073
"12483","Total",64014,"","Aubrey Reep",569,537,230,43,539,68,3.014,0.235,1.424,3.499
"12484","Total",64019,"","Mel Rees",30.1,39,19,2,29,2,5.313,0.287,1.978,3.423
"12485","Total",64027,"","Allie Reese",2,1,1,0,1,0,0,0.143,1,2.876
"12486","Total",64028,"","Brea Reese",25.2,50,15,3,7,5,10.157,0.379,2.649,6.518
"12487","Total",64029,"","Casey Reese",198.2,257,91,21,127,2,4.197,0.29,1.857,2.944
"12488","Total",64045,"","Lexi Reetz",393.2,331,126,31,368,16,2.063,0.214,1.24,2.255
"12489","Total",64048,"","Maddie Reever",19.2,43,20,2,5,1,9.633,0.394,3.305,5.919
"12490","Total",64054,"","Hannah Reeves",16.2,16,4,2,13,2,2.545,0.222,1.32,3.491
"12491","Total",64061,"","Madilyn Reeves",311.2,301,162,24,259,40,3.302,0.242,1.563,4.197
"12492","Total",64063,"","Malorie Reeves",250.2,330,76,18,119,18,3.911,0.294,1.691,3.509
"12493","Total",64065,"","Michaela Reeves",72.2,135,17,5,39,9,6.179,0.366,2.161,3.848
"12494","Total",64073,"","Kim Rega",45,80,23,7,12,4,5.822,0.332,2.444,5.039
"12495","Total",64078,"","Kate Regan",20.2,35,10,0,9,0,5.799,0.345,2.177,2.983
"12496","Total",64086,"","Makayla Register",3,5,3,1,0,0,11.29,0.312,3,6.271
"12497","Total",64089,"","Bethany Regnerus",137,162,57,12,60,6,4.187,0.269,1.686,3.604
"12498","Total",64092,"","Ariana Rego",1.1,3,0,1,0,0,5.833,0.429,3,4.9
"12499","Total",64094,"","Rylee Rehbein",101,157,53,9,87,14,5.758,0.322,2.168,4.323
"12500","Total",64096,"","Kate Rehberg",17.2,36,20,11,13,2,14.061,0.351,3.792,7.768
"12501","Total",64101,"","Alexa Rehmeier",297.2,300,205,29,232,26,4.422,0.24,1.794,4.336
"12502","Total",64117,"","Kelley Reichert",395.1,428,87,21,269,12,2.515,0.255,1.356,2.253
"12503","Total",64125,"","Lauren Reicks",120.1,141,37,21,51,6,3.86,0.258,1.654,3.654
"12504","Total",64128,"","Alexis Reid",521.2,595,216,46,285,41,3.449,0.27,1.643,3.835
"12505","Total",64129,"","Allie Reid",136,147,32,7,62,6,2.577,0.262,1.368,2.923
"12506","Total",64135,"","Emily Reid",221,314,112,43,136,25,5.677,0.304,2.122,4.747
"12507","Total",64145,"","Lily Reid",190.1,301,52,17,93,29,5.708,0.334,1.944,4.494
"12508","Total",64149,"","Makenna Reid",176.1,137,59,17,185,18,2.341,0.191,1.208,2.921
"12509","Total",64152,"","Rylee Reid",14.1,19,11,1,5,2,9.79,0.302,2.163,6.036
"12510","Total",64154,"","Sara Reid",87.1,118,21,2,70,4,3.849,0.314,1.615,2.182
"12511","Total",64161,"","Taylor Reidhead",267.1,299,114,42,275,38,4.114,0.261,1.702,3.943
"12512","Total",64166,"","Kaitlyn Reifsteck",63.2,57,39,10,32,10,3.293,0.218,1.665,5.742
"12513","Total",64173,"","Aileen Reilly",276.2,255,87,22,211,2,1.898,0.232,1.316,2.15
"12514","Total",64175,"","Ali Reilly",314.2,311,84,16,233,13,2.29,0.243,1.306,2.41
"12515","Total",64177,"","Caitlin Reilly",108.2,149,36,3,93,4,4.824,0.295,1.73,2.243
"12516","Total",64178,"","Caroline Reilly",28.1,29,9,1,10,5,3.216,0.246,1.376,5.05
"12517","Total",64181,"","Emily Reilly",294.2,338,85,15,193,15,3.279,0.267,1.486,2.77
"12518","Total",64183,"","Hayden Reilly",18.1,21,3,0,2,2,1.538,0.259,1.309,4.103
"12519","Total",64187,"","Kiera Reilly",13.1,34,9,0,8,2,11.136,0.486,3.225,5.203
"12520","Total",64194,"","Paige Reimann",82,92,52,11,65,9,3.256,0.254,1.89,4.554
"12521","Total",64200,"","Morgan Reimer",77.2,65,18,8,93,5,2.252,0.21,1.172,1.847
"12522","Total",64201,"","Anna Reimers",193,190,77,14,130,30,3.67,0.242,1.456,4.492
"12523","Total",64202,"","Audrey Reimers",6.1,7,7,1,5,1,6.774,0.241,2.368,6.755
"12524","Total",64204,"","Lesleigh Reimers",42.2,39,21,3,16,1,2.306,0.223,1.477,3.647
"12525","Total",64217,"","Sarah Reineman",174.1,210,79,9,79,13,4.063,0.272,1.709,3.98
"12526","Total",64229,"","Courtney Reinhold",53.1,67,13,3,19,2,2.632,0.275,1.556,3.077
"12527","Total",64233,"","Lyndsey Reinoehl",38.1,53,20,6,14,1,4.582,0.301,2.061,4.047
"12528","Total",64235,"","Makenna Reinold",25.2,48,10,8,15,2,5.72,0.345,2.571,4.346
"12529","Total",64236,"","Emily Reinstadtler",73,75,29,8,44,3,3.651,0.248,1.534,3.249
"12530","Total",64242,"","Maddie Reis",28,21,10,6,7,0,1.259,0.186,1.321,3.623
"12531","Total",64243,"","Madison Reis",11.1,11,6,1,11,0,1.875,0.22,1.588,2.311
"12532","Total",64258,"","Kaili Reitano",12.1,30,32,2,7,4,21.413,0.37,5.189,13.877
"12533","Total",64266,"","Abby Reitz",2,4,4,0,1,0,14,0.4,4,7.4
"12534","Total",64271,"","Jordyn Relethford",38,46,14,7,14,8,5.711,0.284,1.763,6.058
"12535","Total",64277,"","Sarah Remillard",2,2,2,0,0,0,3.5,0.25,2,5.4
"12536","Total",64278,"","Ashley Remington",354.2,426,180,33,372,32,4.36,0.271,1.802,3.276
"12537","Total",64282,"","Corrie Remley",12.2,24,6,2,14,2,8.889,0.358,2.526,4.146
"12538","Total",64290,"","Maggie Remus",167.1,241,23,0,49,7,3.39,0.312,1.578,2.771
"12539","Total",64294,"","Liz Renavitz",110.2,113,47,10,103,2,3.738,0.251,1.536,2.319
"12540","Total",64300,"","Kathryn Rendock",58.1,121,71,12,20,3,11.166,0.374,3.497,6.655
"12541","Total",64303,"","Savannah Rendon",2,1,1,0,0,0,0,0.143,1,3.9
"12542","Total",64317,"","Jade Renner",28.1,51,3,0,12,6,5.936,0.342,1.906,4.626
"12543","Total",64318,"","Kaylie Renner",47,65,25,0,24,1,4.498,0.279,1.915,3.241
"12544","Total",64323,"","Paige Renner",106.1,154,67,9,49,10,5.732,0.311,2.163,4.85
"12545","Total",64324,"","Steph Renner",290,328,65,8,174,12,2.513,0.268,1.383,2.494
"12546","Total",64326,"","Hailey Rennick",74.2,124,16,5,30,2,5.053,0.34,1.942,2.786
"12547","Total",64335,"","Grace Renschen",30.2,57,21,5,6,6,8.235,0.368,2.707,7.106
"12548","Total",64337,"","Raygan Rensing",89,93,28,7,58,8,3.553,0.254,1.438,3.446
"12549","Total",64340,"","Olivia Renta",60.2,101,54,8,47,7,7.137,0.326,2.687,5.409
"12550","Total",64343,"","Desiree Renteria",53,91,18,5,21,9,4.896,0.329,2.151,5.122
"12551","Total",64350,"","Morgan Rentzheimer",237.2,234,61,5,187,14,2.414,0.247,1.262,2.425
"12552","Total",64353,"","Ashley Renzi",35.1,58,18,1,9,15,7.159,0.352,2.179,9.048
"12553","Total",64358,"","Kayleigh Reome",78.1,126,57,10,24,17,7.892,0.321,2.464,7.189
"12554","Total",64366,"","McKenna Repovich",16,11,8,0,6,0,1.312,0.167,1.188,3.15
"12555","Total",64366,"","Mckenna Repovich",7,2,0,0,3,0,0,0.087,0.286,1.543
"12556","Total",64373,"","Emily Rerick",61.2,70,27,4,46,1,2.159,0.272,1.638,2.627
"12557","Total",64374,"","Madison Resch",115.2,149,30,12,77,14,4.659,0.287,1.651,3.732
"12558","Total",64380,"","Kayla Resh",44,47,22,4,26,2,3.181,0.247,1.659,3.583
"12559","Total",64384,"","Makaya Resner",15,25,12,3,9,1,6.954,0.352,2.667,5.049
"12560","Total",64391,"","Kayla Resto",9,10,2,2,3,0,2.301,0.258,1.556,3.054
"12561","Total",64392,"","Linda Resto",0.1,0,4,0,1,0,0,0,12,52.4
"12562","Total",64395,"","Erin Rethlake",200,156,92,25,154,13,2.451,0.205,1.365,3.461
"12563","Total",64401,"","Olivia Rettke",151.1,182,39,4,76,14,3.098,0.266,1.487,3.45
"12564","Total",64407,"","Alyssa Reuble",110,154,36,9,40,20,5.228,0.316,1.809,5.269
"12565","Total",64411,"","Hannah Reusser",242.2,335,63,15,129,12,3.951,0.3,1.702,2.944
"12566","Total",64419,"","Sidney Revels",192,183,68,21,133,29,3.141,0.232,1.417,4.372
"12567","Total",64425,"","Harlee Rewis",31.1,42,18,1,21,4,4.666,0.264,1.947,4.531
"12568","Total",64426,"","Ashlee Rex",104.2,123,45,12,66,6,3.945,0.273,1.72,3.517
